date,section,exports,imports
2021-08-01,5,8797008849.0,8986081359.0
2021-09-01,5,9222136578.0,9478755087.0
2021-10-01,5,9959956875.0,9341015079.0
2021-11-01,5,9938125513.0,10516713270.0
2021-12-01,5,10952308815.0,10745422852.0
2022-01-01,5,9695184992.0,11177209332.0
2022-02-01,5,10170234315.0,10073406875.0
2022-03-01,5,10929794870.0,11870749829.0
2022-04-01,5,11815964287.0,11775039535.0
2022-05-01,5,10122977620.0,10991014993.0
2022-06-01,5,11049326857.0,12652771218.0
2022-07-01,5,10527366857.0,11683627836.0
2022-08-01,5,10368238857.0,11882454758.0
2022-09-01,5,10629383272.0,11073476504.0
2022-10-01,5,10028899481.0,10339431357.0
2022-11-01,5,10335576842.0,10503664012.0
2022-12-01,5,10004120440.0,10282287086.0
2023-01-01,5,8457836301.0,9757475607.0
2023-02-01,5,9006432663.0,9604356433.0
2023-03-01,5,9878850843.0,10714660253.0
2023-04-01,5,7542511988.0,9370721014.0
2023-05-01,5,9181195838.0,11130257337.0
2023-06-01,5,8247003448.0,9767931195.0
2023-07-01,5,8629981959.0,10034140174.0
2023-08-01,5,8890452170.0,9657879146.0
2023-09-01,5,8918801238.0,9797304043.0
2023-10-01,5,9396345789.0,10721962372.0
2023-11-01,5,9205796801.0,10559947058.0
2023-12-01,5,8799913127.0,9838902636.0
2024-01-01,5,9136229527.0,10213382404.0
2024-02-01,5,8857204770.0,9119999049.0
2024-03-01,5,9329159761.0,10152673299.0
2024-04-01,5,9082632528.0,10467136068.0
2024-05-01,5,9778496380.0,10968962777.0
2024-06-01,5,8879280667.0,7988546445.0
2024-07-01,5,9972786880.0,9153022196.0
2024-08-01,5,10130897108.0,11599746634.0
2024-09-01,5,9270072836.0,9358859091.0
2024-10-01,5,9459954688.0,10094079454.0
2024-11-01,5,9354623950.0,9333956366.0
2024-12-01,5,9386549314.0,10012152495.0
2025-01-01,5,9110565269.0,9382719137.0
2025-02-01,5,9045508033.0,8532808826.0
2025-03-01,5,9462905975.0,9931834877.0
2025-04-01,5,8996130728.0,10129050721.0
2000-01-01,6,1927880545.0,2238572232.0
2000-02-01,6,1910675351.0,2251267102.0
2000-03-01,6,2133213423.0,2726698397.0
2000-04-01,6,2174508072.0,2811702772.0
2000-05-01,6,2291918346.0,2938775166.0
2000-06-01,6,2191009429.0,2928442550.0
2000-07-01,6,2236784776.0,3106012929.0
2000-08-01,6,2273679985.0,3061800840.0
2000-09-01,6,2197408175.0,2717710219.0
2000-10-01,6,2343395279.0,2709796188.0
2000-11-01,6,2086908784.0,2793160448.0
2000-12-01,6,2020608557.0,2312413131.0
2001-01-01,6,1826731397.0,2419361905.0
2001-02-01,6,2074812559.0,2261175251.0
2001-03-01,6,2041734594.0,2819222069.0
2001-04-01,6,2281772844.0,2509043039.0
2001-05-01,6,2064893582.0,2583329854.0
2001-06-01,6,1976480407.0,2550400843.0
2001-07-01,6,1865155444.0,2497232715.0
2001-08-01,6,2237752510.0,2371228501.0
2001-09-01,6,1847008261.0,2280122378.0
2001-10-01,6,2060045241.0,2458970695.0
2001-11-01,6,1989265612.0,2358652981.0
2001-12-01,6,1848844056.0,2188629006.0
2002-01-01,6,1749500867.0,2361853986.0
2002-02-01,6,1625122252.0,2079862950.0
2002-03-01,6,2058935904.0,2368278988.0
2002-04-01,6,2142621729.0,2560563519.0
2002-05-01,6,2224692101.0,2792770012.0
2002-06-01,6,2106888166.0,2511976437.0
2002-07-01,6,2266247515.0,2732266892.0
2002-08-01,6,2126755063.0,2736334991.0
2002-09-01,6,2123237955.0,2604139919.0
2002-10-01,6,2204675326.0,2728042335.0
2002-11-01,6,2105575160.0,2467962796.0
2002-12-01,6,2110634836.0,2375265574.0
2003-01-01,6,2281711055.0,2473471664.0
2003-02-01,6,1918114401.0,2156621419.0
2003-03-01,6,2449084876.0,2655050520.0
2003-04-01,6,2337880781.0,2492310191.0
2003-05-01,6,2379573366.0,2383085528.0
2003-06-01,6,2087241612.0,2332913726.0
2003-07-01,6,2180937922.0,2434760823.0
2003-08-01,6,2398675610.0,2043680373.0
2003-09-01,6,2270396698.0,2754410042.0
2003-10-01,6,2516652934.0,3067719634.0
2003-11-01,6,2279223102.0,2639129516.0
2003-12-01,6,2882015270.0,3046882400.0
2004-01-01,6,2468141449.0,2811279527.0
2004-02-01,6,2540008956.0,2660949550.0
2004-03-01,6,3313264534.0,3557218000.0
2004-04-01,6,3101430343.0,3844896069.0
2004-05-01,6,2913645079.0,3425422404.0
2004-06-01,6,3147195999.0,3742012411.0
2004-07-01,6,3307891822.0,3987565729.0
2004-08-01,6,3157911057.0,3540983475.0
2004-09-01,6,3431915364.0,4076948466.0
2004-10-01,6,3431432321.0,3790215880.0
2004-11-01,6,2870550318.0,3773792299.0
2004-12-01,6,3386055505.0,4105922710.0
2005-01-01,6,2812050505.0,3657266275.0
2005-02-01,6,2904230702.0,3440531964.0
2005-03-01,6,3670304633.0,3944405453.0
2005-04-01,6,3415280621.0,3948968133.0
2005-05-01,6,3194583004.0,4235280529.0
2005-06-01,6,3205365207.0,4362001616.0
2005-07-01,6,3179581925.0,4189606856.0
2005-08-01,6,3207571532.0,3887091750.0
2005-09-01,6,3346866459.0,3958101431.0
2005-10-01,6,3409084826.0,4470794508.0
2005-11-01,6,2946654095.0,3608939953.0
2005-12-01,6,3806167428.0,4261018796.0
2006-01-01,6,3292980999.0,3623594223.0
2006-02-01,6,3262421416.0,3796174196.0
2006-03-01,6,3791409787.0,4594410741.0
2006-04-01,6,3636812934.0,4347405911.0
2006-05-01,6,4406916764.0,4703060107.0
2006-06-01,6,4249627615.0,4711868874.0
2006-07-01,6,4140426928.0,4772141007.0
2006-08-01,6,4318310525.0,5202192565.0
2006-09-01,6,4245691598.0,4917939709.0
2006-10-01,6,3735546814.0,4842768556.0
2006-11-01,6,4432828353.0,4814789099.0
2006-12-01,6,4422604341.0,5325026196.0
2007-01-01,6,4199438900.0,4956805551.0
2007-02-01,6,3592459195.0,4270151110.0
2007-03-01,6,4233297024.0,5572982868.0
2007-04-01,6,4413941360.0,5514381246.0
2007-05-01,6,4301127133.0,5575255437.0
2007-06-01,6,4532059980.0,5275178910.0
2007-07-01,6,4188586501.0,5366207590.0
2007-08-01,6,4754863774.0,5494717538.0
2007-09-01,6,4651701636.0,5222567956.0
2007-10-01,6,4578303121.0,5505503158.0
2007-11-01,6,4652082697.0,5408712346.0
2007-12-01,6,4560468158.0,5345566303.0
2008-01-01,6,4608076095.0,5239526983.0
2008-02-01,6,3979341873.0,4624422638.0
2008-03-01,6,5637751546.0,5725850121.0
2008-04-01,6,4894611354.0,5589524412.0
2008-05-01,6,5239792184.0,5572756449.0
2008-06-01,6,4949704366.0,5878204953.0
2008-07-01,6,5634687697.0,6257307342.0
2008-08-01,6,5512716584.0,5852890051.0
2008-09-01,6,5617578961.0,5991307942.0
2008-10-01,6,4710844594.0,5889212546.0
2008-11-01,6,4455655159.0,5354217071.0
2008-12-01,6,3910071139.0,5179690429.0
2009-01-01,6,3251655873.0,3968741173.0
2009-02-01,6,3547775579.0,3646217285.0
2009-03-01,6,4188356892.0,3757517298.0
2009-04-01,6,3973973922.0,4239386578.0
2009-05-01,6,4254267518.0,3915905162.0
2009-06-01,6,4236097128.0,4338548760.0
2009-07-01,6,4673449573.0,4977417318.0
2009-08-01,6,4538367687.0,4614613763.0
2009-09-01,6,3811726411.0,4553543505.0
2009-10-01,6,4546555746.0,5129726835.0
2009-11-01,6,3957853570.0,4708244821.0
2009-12-01,6,4376317956.0,4951364155.0
2010-01-01,6,4573685711.0,4898690669.0
2010-02-01,6,4122735457.0,4361740963.0
2010-03-01,6,5146134098.0,5507684424.0
2010-04-01,6,4809387955.0,5406198514.0
2010-05-01,6,4722868821.0,5681803725.0
2010-06-01,6,4671011809.0,6206742499.0
2010-07-01,6,4731634393.0,5871119861.0
2010-08-01,6,4592914459.0,5156338019.0
2010-09-01,6,4080600968.0,5337241461.0
2010-10-01,6,4825868361.0,5358558564.0
2010-11-01,6,4798862734.0,5764313430.0
2010-12-01,6,5315466365.0,6002795065.0
2011-01-01,6,5420741758.0,5900538211.0
2011-02-01,6,4750297455.0,5073422686.0
2011-03-01,6,5600029557.0,6545095967.0
2011-04-01,6,5380274460.0,6771958909.0
2011-05-01,6,5020873122.0,6504665328.0
2011-06-01,6,5453137492.0,6556652072.0
2011-07-01,6,5302093835.0,6450990261.0
2011-08-01,6,5329401262.0,6193407536.0
2011-09-01,6,5284356037.0,6247984377.0
2011-10-01,6,6304454382.0,6439524821.0
2011-11-01,6,5625582363.0,5983329052.0
2011-12-01,6,5928333165.0,6371310701.0
2012-01-01,6,4915444842.0,5596135177.0
2012-02-01,6,5339149820.0,5364811292.0
2012-03-01,6,5839163818.0,6455682762.0
2012-04-01,6,5403338291.0,6265407878.0
2012-05-01,6,5740952059.0,6679177014.0
2012-06-01,6,5722431505.0,6800591045.0
2012-07-01,6,5411314707.0,6926024294.0
2012-08-01,6,4780559729.0,6208165548.0
2012-09-01,6,5045070711.0,6365074156.0
2012-10-01,6,5230780785.0,6581713083.0
2012-11-01,6,5080344095.0,6013394365.0
2012-12-01,6,5115426475.0,5940279758.0
2013-01-01,6,5049140933.0,6401068973.0
2013-02-01,6,4856097178.0,6750572708.0
2013-03-01,6,5345222683.0,8846556673.0
2013-04-01,6,5195232030.0,8765275093.0
2013-05-01,6,6108520143.0,7459318830.0
2013-06-01,6,4965629269.0,6937207143.0
2013-07-01,6,6006806684.0,7341462461.0
2013-08-01,6,6477281258.0,6445729319.0
2013-09-01,6,5843266505.0,6653247217.0
2013-10-01,6,5920944842.0,6760541332.0
2013-11-01,6,6002415171.0,6532782350.0
2013-12-01,6,5929909924.0,6480083492.0
2014-01-01,6,5802199991.0,6625772055.0
2014-02-01,6,5588685206.0,5666160524.0
2014-03-01,6,5815950424.0,6750618697.0
2014-04-01,6,6108634127.0,7308020640.0
2014-05-01,6,5705221551.0,7375840423.0
2014-06-01,6,5281559096.0,6863969100.0
2014-07-01,6,5350683331.0,7653601782.0
2014-08-01,6,5755062958.0,7840833779.0
2014-09-01,6,5126072613.0,8022541961.0
2014-10-01,6,5344430196.0,7801954808.0
2014-11-01,6,5789395303.0,7323639698.0
2014-12-01,6,6151123330.0,8185914695.0
2015-01-01,6,5734581834.0,8609461055.0
2015-02-01,6,4544357076.0,6202944948.0
2015-03-01,6,5974542136.0,7564578673.0
2015-04-01,6,6840174078.0,7672763473.0
2015-05-01,6,6058823607.0,6984495292.0
2015-06-01,6,6490685203.0,7692556694.0
2015-07-01,6,5499804895.0,7776653179.0
2015-08-01,6,6331048163.0,7328035262.0
2015-09-01,6,6788982682.0,7729282866.0
2015-10-01,6,7813917529.0,7906454846.0
2015-11-01,6,6519566359.0,6927888033.0
2015-12-01,6,6548793277.0,7234213055.0
2016-01-01,6,5529085222.0,7309680287.0
2016-02-01,6,5590717358.0,6029133302.0
2016-03-01,6,6506081531.0,6637408035.0
2016-04-01,6,5761683123.0,6755148715.0
2016-05-01,6,5559054862.0,7090335275.0
2016-06-01,6,6336007701.0,7849585497.0
2016-07-01,6,4931026701.0,6955610986.0
2016-08-01,6,5843880049.0,7935873100.0
2016-09-01,6,5644718423.0,7766031373.0
2016-10-01,6,5491427370.0,7259803791.0
2016-11-01,6,6270550386.0,7833644470.0
2016-12-01,6,6550678145.0,8499411059.0
2017-01-01,6,5899827494.0,7616513745.0
2017-02-01,6,6156283030.0,7175566128.0
2017-03-01,6,7255985608.0,8706214490.0
2017-04-01,6,7120526602.0,7809579993.0
2017-05-01,6,6999289941.0,8701406548.0
2017-06-01,6,6273183989.0,7914481074.0
2017-07-01,6,6829655119.0,8406933614.0
2017-08-01,6,7396276530.0,8240173242.0
2017-09-01,6,6748553696.0,8502452098.0
2017-10-01,6,7362589399.0,8162653890.0
2017-11-01,6,7624404049.0,8796660913.0
2017-12-01,6,7154740957.0,8003864299.0
2018-01-01,6,7277882486.0,8964745875.0
2018-02-01,6,6435397568.0,7470944399.0
2018-03-01,6,7883826258.0,8411495754.0
2018-04-01,6,8549464139.0,8051411390.0
2018-05-01,6,8268525946.0,8463288912.0
2018-06-01,6,7701460491.0,9028427685.0
2018-07-01,6,7928266454.0,9143150514.0
2018-08-01,6,7502701222.0,9672972839.0
2018-09-01,6,7319092769.0,7988253183.0
2018-10-01,6,8842705914.0,8846039221.0
2018-11-01,6,7737904554.0,8746309583.0
2018-12-01,6,7251503031.0,8257534475.0
2019-01-01,6,7623876452.0,9166096470.0
2019-02-01,6,6420391580.0,6121651538.0
2019-03-01,6,8156358343.0,7647313785.0
2019-04-01,6,8568865870.0,8571912572.0
2019-05-01,6,9000745515.0,8784758949.0
2019-06-01,6,7296851848.0,7297837828.0
2019-07-01,6,8364010660.0,8385385706.0
2019-08-01,6,8558110129.0,8161474818.0
2019-09-01,6,7463602105.0,8010562106.0
2019-10-01,6,7832923517.0,9800169742.0
2019-11-01,6,8710779253.0,8605921348.0
2019-12-01,6,7844191666.0,8455104774.0
2020-01-01,6,7563030763.0,8777887023.0
2020-02-01,6,7929006722.0,6966900822.0
2020-03-01,6,6858127752.0,7710857707.0
2020-04-01,6,5461494081.0,7425473247.0
2020-05-01,6,6146563843.0,5672842390.0
2020-06-01,6,7830819142.0,7254798384.0
2020-07-01,6,7689025021.0,8012115625.0
2020-08-01,6,7082412111.0,7102553429.0
2020-09-01,6,7444368833.0,7848581750.0
2020-10-01,6,7655203394.0,7991897665.0
2020-11-01,6,7670578582.0,7693082397.0
2020-12-01,6,9142283291.0,8588451811.0
2021-01-01,6,8403681515.0,8357447891.0
2021-02-01,6,8154864266.0,7792356337.0
2021-03-01,6,10795276716.0,8901595109.0
2021-04-01,6,10224012958.0,9424856906.0
2021-05-01,6,9992841357.0,9158914837.0
2021-06-01,6,9811111115.0,9529455571.0
2021-07-01,6,8664689666.0,8271733025.0
2021-08-01,6,10009754270.0,8025037650.0
2021-09-01,6,12912307394.0,8220356101.0
2021-10-01,6,13978677624.0,8527611372.0
2021-11-01,6,12291729839.0,9643387801.0
2021-12-01,6,12229746201.0,10571599976.0
2022-01-01,6,12611410273.0,10584445430.0
2022-02-01,6,10379046521.0,8808964988.0
2022-03-01,6,12045213602.0,10897694186.0
2022-04-01,6,14465574179.0,11169206048.0
2022-05-01,6,10819667995.0,10669240828.0
2022-06-01,6,12203663705.0,13045920498.0
2022-07-01,6,11656865666.0,11180769561.0
2022-08-01,6,11555623713.0,10614277614.0
2022-09-01,6,11261027262.0,10300379308.0
2022-10-01,6,10598208368.0,9122179106.0
2022-11-01,6,10288378241.0,10020013227.0
2022-12-01,6,10861030485.0,10429681695.0
2023-01-01,6,8704777956.0,9770274379.0
2023-02-01,6,10081399208.0,8651803224.0
2023-03-01,6,11461665887.0,10898039691.0
2023-04-01,6,10191023208.0,9841819026.0
2023-05-01,6,10423564868.0,11213236254.0
2023-06-01,6,11572093868.0,9966657594.0
2023-07-01,6,10756886240.0,10484895362.0
2023-08-01,6,11023149543.0,10162747083.0
2023-09-01,6,10327442553.0,10917406725.0
2023-10-01,6,10824677253.0,11013221918.0
2023-11-01,6,11133287266.0,11120423794.0
2023-12-01,6,11078479634.0,11454582356.0
2024-01-01,6,12118817892.0,12975695092.0
2024-02-01,6,11335901646.0,10472573543.0
2024-03-01,6,12321131660.0,11170430285.0
2024-04-01,6,11723723811.0,11373720039.0
2024-05-01,6,12791357411.0,12042630640.0
2024-06-01,6,11031501097.0,10179656359.0
2024-07-01,6,12070330600.0,10684518980.0
2024-08-01,6,11734010026.0,11936589353.0
2024-09-01,6,10123307588.0,10179827328.0
2024-10-01,6,10706550819.0,10863422229.0
2024-11-01,6,10448397461.0,10595342688.0
2024-12-01,6,11603832488.0,11255567039.0
2025-01-01,6,10569131918.0,10516374111.0
2025-02-01,6,10292292732.0,8613325343.0
2025-03-01,6,11844485666.0,9527601561.0
2025-04-01,6,10929707668.0,10334286176.0
2000-01-01,7,14958386186.0,13025466677.0
2000-02-01,7,16986581083.0,13633805889.0
2000-03-01,7,20139482974.0,15525055673.0
2000-04-01,7,17989050119.0,15948963137.0
2000-05-01,7,18776956887.0,16045277941.0
2000-06-01,7,19830751054.0,17235754523.0
2000-07-01,7,20301875068.0,18010759216.0
2000-08-01,7,21969621903.0,18465028049.0
2000-09-01,7,22289507276.0,18134245654.0
2000-10-01,7,20403990329.0,17495117944.0
2000-11-01,7,20845810919.0,16886240645.0
2000-12-01,7,18886862363.0,15322272053.0
2001-01-01,7,16863304221.0,15987520071.0
2001-02-01,7,17525700825.0,13786405797.0
2001-03-01,7,18138728691.0,15762531319.0
2001-04-01,7,16361083294.0,13618782482.0
2001-05-01,7,16622109563.0,14035632164.0
2001-06-01,7,16800726242.0,13727797269.0
2001-07-01,7,15628893407.0,13266443802.0
2001-08-01,7,16273742038.0,13076808705.0
2001-09-01,7,17202239494.0,13238365597.0
2001-10-01,7,17732563681.0,14710839301.0
2001-11-01,7,17753091119.0,15151854868.0
2001-12-01,7,15925634390.0,13246014028.0
2002-01-01,7,16875014763.0,14394907220.0
2002-02-01,7,15036232054.0,12715109281.0
2002-03-01,7,19394254843.0,16186619648.0
2002-04-01,7,17811306498.0,17447895084.0
2002-05-01,7,17756357522.0,15340817310.0
2002-06-01,7,17706969038.0,15693269967.0
2002-07-01,7,18598458938.0,16071649383.0
2002-08-01,7,18565151010.0,16655531397.0
2002-09-01,7,18614444427.0,16299253987.0
2002-10-01,7,19077890266.0,16556907581.0
2002-11-01,7,19172455152.0,15895680480.0
2002-12-01,7,16683417880.0,14711597296.0
2003-01-01,7,17658525719.0,14487657924.0
2003-02-01,7,15352188316.0,12854778664.0
2003-03-01,7,18243483777.0,15309477775.0
2003-04-01,7,18411026969.0,15459882468.0
2003-05-01,7,17890076953.0,15322449234.0
2003-06-01,7,19056387264.0,15389571578.0
2003-07-01,7,18670471417.0,17734679044.0
2003-08-01,7,18937440358.0,16631303868.0
2003-09-01,7,19683927195.0,16973408465.0
2003-10-01,7,21552138021.0,18773553637.0
2003-11-01,7,19035567246.0,16435785302.0
2003-12-01,7,21586391888.0,19955984627.0
2004-01-01,7,19721736774.0,17164566574.0
2004-02-01,7,17422837466.0,16064933451.0
2004-03-01,7,22088940726.0,19823774714.0
2004-04-01,7,22032420729.0,19176757612.0
2004-05-01,7,21265651806.0,18080302714.0
2004-06-01,7,22125743351.0,19951678538.0
2004-07-01,7,23469418721.0,20221842887.0
2004-08-01,7,22637874161.0,19130261625.0
2004-09-01,7,24072494632.0,21685296015.0
2004-10-01,7,23877603483.0,21147042415.0
2004-11-01,7,20453708704.0,18872366097.0
2004-12-01,7,23319886859.0,21172474330.0
2005-01-01,7,20730332766.0,17478475209.0
2005-02-01,7,19613116221.0,16738231491.0
2005-03-01,7,25186515359.0,20838329847.0
2005-04-01,7,23173977862.0,20104895791.0
2005-05-01,7,23048961419.0,20448117205.0
2005-06-01,7,24945185024.0,20761389153.0
2005-07-01,7,23897643401.0,21675852995.0
2005-08-01,7,25269761332.0,21792878865.0
2005-09-01,7,26020782947.0,23689943507.0
2005-10-01,7,26910726973.0,22267375752.0
2005-11-01,7,23898309805.0,19813753911.0
2005-12-01,7,26871298616.0,23158281837.0
2006-01-01,7,22292227929.0,19709403881.0
2006-02-01,7,22545511745.0,19672348421.0
2006-03-01,7,27550329765.0,24163050869.0
2006-04-01,7,24379719230.0,22099845052.0
2006-05-01,7,24980050286.0,21622393687.0
2006-06-01,7,26248250237.0,23121514405.0
2006-07-01,7,26276970216.0,22495632038.0
2006-08-01,7,27846683619.0,23100561176.0
2006-09-01,7,28555618296.0,23325139669.0
2006-10-01,7,25179958269.0,20874418937.0
2006-11-01,7,25998241942.0,23824512559.0
2006-12-01,7,27489886730.0,22654167719.0
2007-01-01,7,24323397871.0,22269446653.0
2007-02-01,7,20851099479.0,18467812651.0
2007-03-01,7,24606111765.0,22301430894.0
2007-04-01,7,22044909844.0,21375953946.0
2007-05-01,7,24890680492.0,21714384221.0
2007-06-01,7,23684076136.0,21311637480.0
2007-07-01,7,24251397980.0,23013634248.0
2007-08-01,7,26734199744.0,23209279555.0
2007-09-01,7,27142517516.0,22992758120.0
2007-10-01,7,25856920554.0,24446870099.0
2007-11-01,7,26061008206.0,22922218592.0
2007-12-01,7,25459645959.0,23324256060.0
2008-01-01,7,23627881183.0,21904990868.0
2008-02-01,7,19867350258.0,19529046553.0
2008-03-01,7,19986376900.0,21822445212.0
2008-04-01,7,24835154060.0,20976928584.0
2008-05-01,7,27954912829.0,21910303715.0
2008-06-01,7,24847750566.0,21099336289.0
2008-07-01,7,27093272245.0,23276517438.0
2008-08-01,7,26214574623.0,21693608459.0
2008-09-01,7,27248324911.0,22009298689.0
2008-10-01,7,21996571746.0,22290047848.0
2008-11-01,7,22943786957.0,20445174488.0
2008-12-01,7,19483368992.0,17325272856.0
2009-01-01,7,15873171701.0,16183998758.0
2009-02-01,7,16969326395.0,14118291309.0
2009-03-01,7,19196060230.0,16063139127.0
2009-04-01,7,19431843930.0,17338830891.0
2009-05-01,7,20233313158.0,17065132918.0
2009-06-01,7,21167379693.0,17533859259.0
2009-07-01,7,23436948194.0,20129022144.0
2009-08-01,7,23079712158.0,19409721780.0
2009-09-01,7,23147132862.0,18548594263.0
2009-10-01,7,26178183621.0,21450604924.0
2009-11-01,7,24464015759.0,22395016682.0
2009-12-01,7,25450926293.0,22127927848.0
2010-01-01,7,23706072745.0,19538777690.0
2010-02-01,7,20063903162.0,17948256494.0
2010-03-01,7,26549886541.0,21925750782.0
2010-04-01,7,23182800265.0,21355133699.0
2010-05-01,7,22579226251.0,22022077183.0
2010-06-01,7,23860567602.0,23197679416.0
2010-07-01,7,25013404640.0,23819393524.0
2010-08-01,7,23760205185.0,22855595336.0
2010-09-01,7,21954099601.0,21562298111.0
2010-10-01,7,24500367013.0,23712134875.0
2010-11-01,7,21477998361.0,21104782023.0
2010-12-01,7,23767451872.0,22549233953.0
2011-01-01,7,20782693465.0,20054259292.0
2011-02-01,7,19553169833.0,17861703506.0
2011-03-01,7,24686647923.0,21941631300.0
2011-04-01,7,22559561530.0,20297634374.0
2011-05-01,7,21711494863.0,20027811363.0
2011-06-01,7,23421035976.0,22117322845.0
2011-07-01,7,23366715829.0,21991318003.0
2011-08-01,7,22836789196.0,21578994545.0
2011-09-01,7,23076549748.0,22649930622.0
2011-10-01,7,23022201951.0,22394257541.0
2011-11-01,7,21105726633.0,21594879105.0
2011-12-01,7,23640216629.0,22770002012.0
2012-01-01,7,19544227370.0,20482879435.0
2012-02-01,7,21522496554.0,20020731527.0
2012-03-01,7,23702144778.0,22816044270.0
2012-04-01,7,21520323689.0,21874779675.0
2012-05-01,7,22303194598.0,23079044521.0
2012-06-01,7,23485591085.0,22566083062.0
2012-07-01,7,22618084354.0,23653708775.0
2012-08-01,7,21765709401.0,22530395456.0
2012-09-01,7,24040441111.0,22951848378.0
2012-10-01,7,22600450912.0,22226001954.0
2012-11-01,7,22598884288.0,22731366192.0
2012-12-01,7,20983214279.0,21536966879.0
2013-01-01,7,20692466857.0,21331506065.0
2013-02-01,7,18280933688.0,19122638140.0
2013-03-01,7,22893215101.0,23634262667.0
2013-04-01,7,21052550456.0,22068904744.0
2013-05-01,7,21783749542.0,22361948650.0
2013-06-01,7,22455530590.0,22373311979.0
2013-07-01,7,24100832703.0,24813307299.0
2013-08-01,7,23604307489.0,23743502454.0
2013-09-01,7,24903696211.0,24445362355.0
2013-10-01,7,25605708233.0,24439174971.0
2013-11-01,7,24709681122.0,23181128126.0
2013-12-01,7,23593196534.0,24762929015.0
2014-01-01,7,23677578274.0,23129636070.0
2014-02-01,7,21755411594.0,20012998451.0
2014-03-01,7,24539389461.0,23315623321.0
2014-04-01,7,25203271633.0,23433474873.0
2014-05-01,7,24790160918.0,24022712158.0
2014-06-01,7,23977537986.0,23701406979.0
2014-07-01,7,23781438916.0,22989989445.0
2014-08-01,7,25073602004.0,26091617744.0
2014-09-01,7,26166909904.0,23365235048.0
2014-10-01,7,24512599776.0,27706409259.0
2014-11-01,7,26217983989.0,22826961570.0
2014-12-01,7,27039474108.0,24951513207.0
2015-01-01,7,25508533529.0,24072466390.0
2015-02-01,7,21426010829.0,20519369385.0
2015-03-01,7,28056836586.0,25195133013.0
2015-04-01,7,24988052641.0,23505263745.0
2015-05-01,7,25049000992.0,23871559899.0
2015-06-01,7,27203080837.0,23798759568.0
2015-07-01,7,26882164629.0,25225324199.0
2015-08-01,7,29155392759.0,24332912766.0
2015-09-01,7,30378581439.0,27130610001.0
2015-10-01,7,31082320381.0,28092063288.0
2015-11-01,7,26953953922.0,25567659379.0
2015-12-01,7,29410861333.0,25756261270.0
2016-01-01,7,26701773951.0,25197145419.0
2016-02-01,7,24077697751.0,22843301028.0
2016-03-01,7,28816595914.0,25208019675.0
2016-04-01,7,26030195210.0,23144452623.0
2016-05-01,7,26114095483.0,26154762547.0
2016-06-01,7,28666036544.0,26789770288.0
2016-07-01,7,25480260763.0,28817764702.0
2016-08-01,7,30228171729.0,26570383431.0
2016-09-01,7,30120433398.0,26863347242.0
2016-10-01,7,30607842823.0,27139494177.0
2016-11-01,7,30679706062.0,28132074215.0
2016-12-01,7,31261777115.0,29487190292.0
2017-01-01,7,29163534556.0,29183744057.0
2017-02-01,7,29094555332.0,25304863570.0
2017-03-01,7,34365993299.0,35875830654.0
2017-04-01,7,30700072869.0,28531484672.0
2017-05-01,7,33804337164.0,30976341969.0
2017-06-01,7,32668956124.0,28248811843.0
2017-07-01,7,32664495691.0,31021004036.0
2017-08-01,7,35832863025.0,33086650787.0
2017-09-01,7,35038278518.0,32105141511.0
2017-10-01,7,35580762632.0,31915645295.0
2017-11-01,7,36844070432.0,32832109021.0
2017-12-01,7,33050701307.0,33776386714.0
2018-01-01,7,36677536801.0,32337411265.0
2018-02-01,7,28981975848.0,26917551941.0
2018-03-01,7,37599770481.0,31298887159.0
2018-04-01,7,37636042501.0,30893848431.0
2018-05-01,7,33770753376.0,31424316554.0
2018-06-01,7,34981517488.0,31322306719.0
2018-07-01,7,39429213729.0,33991808095.0
2018-08-01,7,36495729274.0,36708295584.0
2018-09-01,7,37521767570.0,28758890300.0
2018-10-01,7,43490250077.0,33619006749.0
2018-11-01,7,36053643566.0,32359176647.0
2018-12-01,7,37607234531.0,31940534563.0
2019-01-01,7,39001343801.0,32042727625.0
2019-02-01,7,29763961511.0,24757632452.0
2019-03-01,7,36580304444.0,29796132080.0
2019-04-01,7,37936414214.0,30028804217.0
2019-05-01,7,34783840980.0,30186288210.0
2019-06-01,7,32570055747.0,27532963452.0
2019-07-01,7,41766743497.0,30311127311.0
2019-08-01,7,34811082644.0,30142326673.0
2019-09-01,7,34498316203.0,29168683510.0
2019-10-01,7,42753420933.0,30858687327.0
2019-11-01,7,32777333362.0,31061712418.0
2019-12-01,7,36617076219.0,30075758744.0
2020-01-01,7,37483358465.0,28761601137.0
2020-02-01,7,29949990245.0,24960129472.0
2020-03-01,7,33456237839.0,25779956033.0
2020-04-01,7,29154617758.0,34841540715.0
2020-05-01,7,26976322080.0,25041340328.0
2020-06-01,7,38036581734.0,28153521392.0
2020-07-01,7,44862031713.0,30345345381.0
2020-08-01,7,36515572523.0,28853476637.0
2020-09-01,7,43604878857.0,30213794622.0
2020-10-01,7,43736413455.0,30320073444.0
2020-11-01,7,38667731969.0,29725955452.0
2020-12-01,7,41754125194.0,32650811983.0
2021-01-01,7,41731210943.0,31225650134.0
2021-02-01,7,36248105151.0,28933451379.0
2021-03-01,7,45900807242.0,33500683588.0
2021-04-01,7,42814506555.0,33675614988.0
2021-05-01,7,36585873558.0,32656888405.0
2021-06-01,7,42232995446.0,33635613612.0
2021-07-01,7,39407127839.0,34710947551.0
